deviceip,hostname1234,finduptime123,findversion123,findusername123,freememinpercentage
deviceip,hostname1234,finduptime123,findversion123,findusername123,freememinpercentage
172.16.24.67,router1,"1 hour, 9 minutes",12.4(24)T5,admin,76.84174485103917
